index,sno,score,content
212,TVkLrR2w1vf8HE08GHQr7,5,"와~~  분리불안 우리 강아지 노즈워크 안해본거 없는데 이거 완전 대박템이예요
동물농장에서 자동 노즈워크로 분리불안 해결하는거 보고 구매했는데 잘한거 같아요~~
저 진짜 귀찮아서  리뷰 적는거 진짜진짜진짜 싫어하는데 이건 꼭 적어야겠어용  판매자님 넘 감사합니다 ^^
이제 맘놓고 다닐수 있겠어요~~^^ 망설이시는분들 꼭 구매하세요  후회안하실꺼예요~~~~"
212,TVkLrR2w1vf8HE08GHQr7,5,"처음엔사은품으로보내주신
삑삑이장난감에관심이더많터니
바로적응하고잘가지고놀아요
구멍에얼굴을자꾸집어넣는게문제네요🤣
아예자리깔고앉아서언제나오나기다려요"
212,TVkLrR2w1vf8HE08GHQr7,5,"공이.튼튼해요 
아이가 엄청 좋아하네요
원래 공을 엄청 좋아하는데 
이 공은 더 좋아하네요
기계앞에서 코대고 공달라고 보채네요
그래서 올려놨답니다"
212,TVkLrR2w1vf8HE08GHQr7,4,"디자인도 좋고, 제품도 좋아요. 단 볼5개중 고무재질볼3개는 좋은데 플라스틱 볼2개는 별로... 특히 투명공은 찾기도 힘들어요. ^^;"
212,TVkLrR2w1vf8HE08GHQr7,5,"출근할 때 두시간 간격으로 
눌러놓고 나가면 딱 좋습니다.
작은 구멍의 공은 트릿이 잘 안 빠져서 
고양이는 삐질 수도 있다는 것 외엔 최곱니다👍"
212,TVkLrR2w1vf8HE08GHQr7,5,"둘째딸 반려견 시로한테 선물~!
딸도 시로두 매우만족해하네요
신기해하는 엉뚱매력~
분리불안 타파하고 시간마다
재미지게 놀아주길~
선물한 내가 뿌듯합니다!!!"
212,TVkLrR2w1vf8HE08GHQr7,4,"세팅하는거 지켜보더니 배출구에 코를 박고 나름 노즈워크를 하네요ㅎ

단두종이라 노즈워크가 조금 어려운데 공 굴리는 건 잘 하고 좋아하는거 같아요
근데 트릿 없는 터그용이나 라이트 나오는 볼은 관심을 안가져요, 트릿 넣을 수 있는 공을 더 사야할거 같아요

휴지 장난감은 받은 첫 날 다 찢어졌어요..내구성이 1회용 같아요ㅠ ㅠ
안에서 간식 냄새가 나니까 그걸 계속 빨고 씹다보니까 구멍이 금방 나더라구요
휴지는 다시 구매 안할거같아요

아무래도 직접 놀아주는 거보다는 금방 흥미를 잃어요
전반적으로 애가 잘 노는 것 보다는, 세팅하고 나간 제 마음이 편해서 업무 집중할 수 있어 잘 사용할거 같아요"
212,TVkLrR2w1vf8HE08GHQr7,4,"혼자 있는 강아지에게 유용한 제품인데 우리 아이는 안 좋아하네요.
구멍에서 걸리는 경우도 많고요.
쉬우면 넘 빨리 먹고
어렵게 해놓으면 금방 포기해버리네요."
212,TVkLrR2w1vf8HE08GHQr7,5,강아지가 혼자 있게될 시간이 많아져서 구매했어요. 아직 써보진 않았지만 믿고 구매했습니당
212,TVkLrR2w1vf8HE08GHQr7,5,구성은 너무 좋은데 공 입구가 넘  커서 공이 굴러 나오면서 다 흘리고 나와요 ... 요즘은 간식은 작게 쓰시는분들도 있는데 공이 입구가 조절됬으면 좋을거같으요.....
212,TVkLrR2w1vf8HE08GHQr7,4,원래부터 갖고싶던건데 가격이 사악해서 고민하던차에 50%할인행사보고 얼른 구입했어요^^ 후기가 너무 좋아서 믿고 구입했지요. 별하나뺀이유는 공입구(간식넣는곳)이 커도 너무커서 간식이 뭐 굴릴필요도없이 그냥 쏟아져요ㅠㅠ 기계에서 나오면서 그냥 바닥에 떨어지기도 하네요ㅠㅠ 이부분을 좀 개선해주세요ㅠㅠ 사이트간식은 좀 다른가보니 또 너무커서 소형견인 저희아이한테는 좀 그러네요ㅠㅠ
212,TVkLrR2w1vf8HE08GHQr7,5,"심심할까봐 사줬는데  너무 좋아하네요ㅎ
배송도빠르고 너무 좋아용~~"
212,TVkLrR2w1vf8HE08GHQr7,5,"난리난리 🤦‍♀️
이렇게 사용하는거 맞나요?
ㅋㅋㅋ"
212,TVkLrR2w1vf8HE08GHQr7,5,"혼자 있는 시간이 좀 있어서 구입했어요. 나오는 걸 안 뒤로 계속 긁어서 위에 벌써 기스가 다 났지만, 그래도 행복해 하니 만족합니다. 저는 애기 다칠까봐 바닥에 뒀어요 -!"
212,TVkLrR2w1vf8HE08GHQr7,5,"진짜 웃긴 동영상이 하나잇엇는데 
지워졌네요 ㅠㅠ 본가에 사다 논거라
저희 강쥐 사진우로 대체 할게용
12살 말티 할머니 인데 ㅠㅠ저번에 코로나 끝나가면서 분리불안이 심해졋어요 이걸로 분리불안을 해결할순 없지만 열심히 노력중입니다 더 좋은 장난감 많이 만들어주세요 고장없이 잘 쓰고 잇습니다!"
212,TVkLrR2w1vf8HE08GHQr7,5,잘쓸게요 아직은 무서워하네여 ㅠㅠ
212,TVkLrR2w1vf8HE08GHQr7,5,놀다가 공이나오면 달려와요 / 빨리나오라고 앞에서 기다리기도 해요
212,TVkLrR2w1vf8HE08GHQr7,5,오늘받았는데  지금테스트중이에요 우리아가가 심심해하지않았으면좋겠어요
212,TVkLrR2w1vf8HE08GHQr7,5,"울강아지가 엄청 좋아해요. 신기해요,  앞에서 공기다리고 있어요,  ㅎㅎ"
212,TVkLrR2w1vf8HE08GHQr7,5,한번 사용해 봤는데 좋아하네요
212,TVkLrR2w1vf8HE08GHQr7,5,"강아지가 앞에서 떠날줄을 몰라요 ㅎㅎㅎ 
출근하는동안 심심하지 않기를 바라면서 구매했어요~!
잘 사용해볼게요~!!"
212,TVkLrR2w1vf8HE08GHQr7,5,"디자인이랑  너무 마음에 들어요 
관심을 많이 보이긴 하는데  혼자 있을때 잘 가지고 놀았으면 좋겠네요 ㅠㅠ"
212,TVkLrR2w1vf8HE08GHQr7,5,아주 좋아해요~ㅎㅎ 간단한 작동원리지만 맘에듭니닿ㅎ
212,TVkLrR2w1vf8HE08GHQr7,5,조아용 잘 사용해요
212,TVkLrR2w1vf8HE08GHQr7,5,"빌려서 사용해보고 구매로 이어졌습니다
렌트 제품은 플라스틱볼 체결할때 위아래가 잘 안맞는 애들이 있어서 애를 좀 먹고 불편했어요.. 그래서 구매시 모두 실리콘 볼로 선택을 해야하나 고민했는데 실리콘볼은 설거지가 좀 불편해서 일단 본구성대로 구매했는데 새제품이라 그런지 체결도 잘되고 사용에 문제 없네요 :) 자꾸 볼을 돌려서 여닫고 사용하다보면 망가질 수 있을거같긴한데 그럼 재구매하면 될거같아요 무엇보다 강아지가 좋아합니다….ㅋㅋ"
212,TVkLrR2w1vf8HE08GHQr7,5,갑자기 일 시작해서 혼자있는시간이 많아져서 구매했어요~
212,TVkLrR2w1vf8HE08GHQr7,4,"음 구멍이 너무 작아서 간식을 잘 못빼먹네요.  
잘 작동합니다.  
혼자있는 강아지 안쓰러워서 구매했는데 울집 강아지 취향은 아닌가봐요."
212,TVkLrR2w1vf8HE08GHQr7,4,"생각만큼 잘 가지고 놀지 않아요.
정말 사고싶었는데.. 
그나마 밧줄하나는 잘 가지고노네요"
212,TVkLrR2w1vf8HE08GHQr7,5,귀엽고 좋아요 근데 애기가 넘 빨리 간식을 다 빼먹네요...하하하 외출할때 미안했는데 그나마 덜 미안해지는....잘 사용할게요!
212,TVkLrR2w1vf8HE08GHQr7,4,휴지는 잘안빠져요..울집 강아지는 아직 익숙하지 않아서인봐요...좀더 크면 잘갔고 놀겠죠
212,TVkLrR2w1vf8HE08GHQr7,5,저희 강아지 너무 좋아해요. 공이 계속 나오는줄 알고 계속 그 앞에 있어서 문제지만.. 시간이 지나면 익숙해질듯 해요.
212,TVkLrR2w1vf8HE08GHQr7,5,"우리집 아가가 너무 흥미있어 해요!
혼자 있을때도 공 나오니 잘 가지고 놀아요!"
212,TVkLrR2w1vf8HE08GHQr7,5,눈여겨보던 제품인데 할인행사 한다고해서 후딱 삿어요~! 우리 댕댕이 낮에 혼자 있을때 매일 잠만 자구 퇴근해서 집에 갈즈음 깨서 멍때리는 모습이 마음 아팠는데 로이코가 이제 응답해줄 생각하니 마음이 조금 위안이 되네요♡ 근데 실리콘 공은 걸려서 안떨어지는거 같은데...어떡하면 좋죠ㅠㅠ????
212,TVkLrR2w1vf8HE08GHQr7,4,공잘 가지고 놀아요~
212,TVkLrR2w1vf8HE08GHQr7,2,생각만큼 잘 사용하지 않게 되네요 강아지가 자다가 일어나서 놀라기도하고 핸드폰으로 원격 시간 조절이 되었음 좋을거 같아요
212,TVkLrR2w1vf8HE08GHQr7,5,"전 애기가 둘! 16짤,12살이에용~
애들이 분리불안이 심해성ㅎ 12살 짜리가 잘먹구 잇어용~~~ㅎ 16살 애기는 요즘 조굼씩 인지장애가 와서 떨어지믄 빼먹을 수 이따!를 잘 모르네용ㅎ예전엔 똑똑이엿는뎅ㅎ
무튼 기기를 낮게 놓으면 기기 작동시 애들이 손을 넣게 되면 위험할거 가트니 꼭 올려놓고 써야될거 같구용
분리불안에 도움을 줄 수 잇따고 보여용~~~^^ 좋은제품 개발 감사용~^---^"
212,TVkLrR2w1vf8HE08GHQr7,5,"기기작동 잘되요. 아이가 자꾸 긁어서. 위로 올려놔야 할거같아요. 공도 갖고 잘놀아서 좋은데.
구멍쪽으로 물면. 금방 찢어질거 같아요. ㅠ"
212,TVkLrR2w1vf8HE08GHQr7,4,강아지가 혼자 있을때 너무 잘 가지고 놀아요
212,TVkLrR2w1vf8HE08GHQr7,5,배송이빨라요 아이가 이것만 쳐다보네요
212,TVkLrR2w1vf8HE08GHQr7,5,잘사용하고있어요 ㅋㅋ
212,TVkLrR2w1vf8HE08GHQr7,5,"잘 작동하고 있어요 저희 아이가 엄청 좋아합니다 
걱정되는 부분은 씹는걸 너무 좋아해서 실리콘공으로 주문했는데 언제까지 버틸지 걱정이네요^^"
212,TVkLrR2w1vf8HE08GHQr7,5,"잘안하게돼더라구욤,,ㅠ"
212,TVkLrR2w1vf8HE08GHQr7,5,"지루하지않게 하루를 보내네요
매일
감나무에서 감떨어지길 매일 기다립니다"
212,TVkLrR2w1vf8HE08GHQr7,5,"도착하자마자 실리콘 공 소독해서
바로 세팅해주었는데
강아지가 너무 좋아해요.
외출한 동안 공 가지고 노느라
발도 잘 안 핥고 ㅜㅜ
만족스럽습니다.
디자인도 군더더기 없이 깔끔해요."
212,TVkLrR2w1vf8HE08GHQr7,5,"맘에 듭니다.
투명볼이 제일 좋은거 같아요."
212,TVkLrR2w1vf8HE08GHQr7,5,"나올 때 공이 “뿅-“ 빠르게 나올 줄 알았는데 “투웅?” 하고 천천히 나와서 아이들이 다칠걱정은 없겠더라구용! 
걱정스러운건 플라스틱 공은 여기저기 굴리고 다니면서 여기저기 부딪히다보니 소리에 놀라기도하고 깨질까 염려가 되요. 그거 외엔 아이가 잘 가지고 논답니다"
212,TVkLrR2w1vf8HE08GHQr7,5,"둘만한 곳도 없구 공이 떨어지면 소리나는것도 그래서 바닥에 뒀는데 ㅎㅎ 공 나오면 알아서 잘 가서 노즈워크 하더라구요
장난감 들구 켄넬 간적이 없는데 요즘 켄넬안에 공이 항상 있어요 ㅎㅎ"
212,TVkLrR2w1vf8HE08GHQr7,5,애기가 잘 가지고 놀아요! 집에 혼자 두어도 안심될 거 같습니다
212,TVkLrR2w1vf8HE08GHQr7,4,배송 잘 왔습니다~ 근데 간식 보내주신다고 하셨는데 같이 안왔네요 ㅠ 애기가 잘 사용했으면 좋겠어요!
212,TVkLrR2w1vf8HE08GHQr7,5,강아지가  조아합니다   감사합니다
212,TVkLrR2w1vf8HE08GHQr7,5,"강아지가 이게 뭔가?하는 눈치지만, 조금씩 관심 보이면서 좋아하고 있습니다. 보내주신 장난감도 좋아합니다. 다만, 내부 상자안에 완충재 박스가 많이 찢어져있어서.. 반품보낸 것이 온건가? 싶긴 했지만, 설마 아닐꺼라 생각하고 5점에 구매확정합니다."
212,TVkLrR2w1vf8HE08GHQr7,5,강아지가 관심을 많이보이네요.
212,TVkLrR2w1vf8HE08GHQr7,5,만족해요 추천해요 ㅎ
212,TVkLrR2w1vf8HE08GHQr7,5,만족 합니다 추천해요 ㅎ
212,TVkLrR2w1vf8HE08GHQr7,5,강아지가 너무 좋아해서 좋아요
212,TVkLrR2w1vf8HE08GHQr7,4,"플라스틱 공 돌릴 때 너무 뻑뻑하고 끼익거리는 소리도 나요. 이거 말고는 대체적으로 만족스럽습니다. 
실리콘 공만 살까 싶었는데 실리콘 공은 먼지가 잘 붙네요. 플라스틱 공은 대리석 바닥에 떨어지면 금이 가거나 깨질 수도 있을 것 같아요. 부실한 느낌은 아닌데 아무래도 플라스틱이니.. 공 떨어지는 밑에 쿠션이 있어야 될 것 같습니다. 참고하세요."
212,TVkLrR2w1vf8HE08GHQr7,5,너무좋네요 잘쓰겟습니다
212,TVkLrR2w1vf8HE08GHQr7,5,우리 애기가 흥미를 가지고 잘 놀아요
212,TVkLrR2w1vf8HE08GHQr7,5,"외출전  작동시켜놓고나가요~  cctv보니까 잘갖고놀아요~ 혼자있을때  너무 움직임이없으면  걱정되어  샀는데  ... 움 비싼듯하지만  어쩔수없죠~ 음~  공이나오기전  짧은 음악소리  띠리링~띠리리링~등 소리가 난다음  나오면더좋을거같아요~  그냥 단순히 시간되면 공나오는것보다 좀더 재미를 주었음하는 아쉬움도있지만  혼자있는 아이한테는  도움이될거라생각해요~  이걸로는  부족해  움직이는  물고기장난감도 샀는데  
같이  놓으면  아이가  서로 부족함을 채워줄듯해요~  전 만족합니다"
212,TVkLrR2w1vf8HE08GHQr7,4,음 일단 서비스 간식 장난감 감사해요. 제품을 알고 구매했지만 상당히 단순한 시스템이에요. 그에 반해 제품은 세일을 해도 비쌉니다. 솔직한 말로 4구 자동급식기에 공만 넣어서 사용하는게 훨씬 나아 보입니다. 시간을 직접 설정할수 있고 2만원 안쪽으로 살수 있으니깐요. 아이디어는 좋으니 더 발전된 형태로 나왔으면 좋겠네요.
212,TVkLrR2w1vf8HE08GHQr7,5,알아서 아이가 혼자 놀게끔 도와주기는 한데 노즈워크 그 구멍이 더 작은 버전도 있음 좋겠어요ㅠㅠ 4-5개월 정도 된 아이 노즈워크 놀이용으로 사려고 샀는데 먹이는 사료가 너무 작다보니까 그냥 쉽게 우르르 나오네요ㅠㅠㅠ살짝 아쉬워요 그리고 가끔 공을 제가 잘못 셋팅하는건지 걸려서 안나올때도 있어요ㅠㅠ
212,TVkLrR2w1vf8HE08GHQr7,5,리뷰에 공이 떨어질때 간식이 같이 떨어진다고 했는데 한번 써볼께요!
212,TVkLrR2w1vf8HE08GHQr7,5,다좋은데 공이 배출되는 힘이 좀 약해요
212,TVkLrR2w1vf8HE08GHQr7,5,"단순한 디자인이 마음에 들어요. 
본체 말고도 따로 사용할 수도 있고요~"
212,TVkLrR2w1vf8HE08GHQr7,5,정말 획기적이네요 애기가 정신없이 가지고 놀아요 오래 놀수 있었으면 좋겠어용
212,TVkLrR2w1vf8HE08GHQr7,5,2번째 구매입니다 2층으로 사용해요 ㅎㅎㅅ
212,TVkLrR2w1vf8HE08GHQr7,4,"댕이가 많이 좋아하네요 
새로운거라 그럴수도 있지만 물고 뜯고 합니다 
기계 두자마자 앞발로 계속 긁더니 30분만에 볼이 다 나왔어요..
지금도 카메라보니 두시간전에 꺼낸걸로 놀고 있긴합니다  
천천히 놀게하려 샀는데 우리 댕이는 승질이 급해서 참을수 없나 보네요
원래의 기능은 다 못하고 있지만 잘 노니 됐습니다
다 뿌실까봐 바닥에 두고 왔는데 무사하길 빕니다"
212,TVkLrR2w1vf8HE08GHQr7,5,"와디즈 펀딩때부터 고민하다가 이번에 1주년 세일로 구매했어요~ㅎㅎ
진작에 살껄 아이가 너무 좋아하네요~

공이 살짝 퉁~하고 발사되는줄 알았는데 그냥 굴러 나와서 바닥에 두는게 좋을거같아요"
212,TVkLrR2w1vf8HE08GHQr7,4,아이가 혼자 있느시간이 많아 구입하게 됐어요
212,TVkLrR2w1vf8HE08GHQr7,5,"기능이랑 다 좋은데.....
고양이 녀석이 잘안가지고 노네뇨"
212,TVkLrR2w1vf8HE08GHQr7,4,"실리콘 공을...바로 뜯어버리는 저희 강아지ㅋㅋ...
공을 쟁여야겠어요"
212,TVkLrR2w1vf8HE08GHQr7,4,"오늘 처음 사용해봤는데, 일단 무서워 하지 않고 잘 굴리고 놀아요.
그런데 구멍이 커서 ㅠ 저는 사료를 주로 넣어서 줄 예정이라 좀 막아서 사용해야 할것 같아요."
212,TVkLrR2w1vf8HE08GHQr7,3,"신박해서 좋으나 ,, 뚜껑이 잘 안맞물려지고 닫기가 뻑뻑 하네요😭  간식 구멍이 너무 애매 ,,   반짝이는건 무서운지 꼬라가 내려가네요 
구래도 세일할때 사서 좋네요  혼자 놀기 딱좋은 장난감,,"
212,TVkLrR2w1vf8HE08GHQr7,4,단순하게 작동되는거 치고는 상당히 비싸다고 생각....
212,TVkLrR2w1vf8HE08GHQr7,5,이제 새벽에 찡찡거리지 않고 아침에 일어나서 좋아요 ㅋㅋ
212,TVkLrR2w1vf8HE08GHQr7,5,감사합니다 아주 잘 받았습니다
212,TVkLrR2w1vf8HE08GHQr7,5,아직은 낯설어해서 공에 간식 넣어서 친해지는 중이에요!
212,TVkLrR2w1vf8HE08GHQr7,5,독립하고 혼자있는 시간이 많아져서 가격이 나가도 구매했는데ㅠㅠ 너무 좋아해서 돈 하나도 안아까워요 너무 좋아요..간식 넣어두고 나갈땐 저 쳐다도 안봐여..
212,TVkLrR2w1vf8HE08GHQr7,5,멍멍이가 넘 좋아해용ㅎ
212,TVkLrR2w1vf8HE08GHQr7,4,집에 혼자있어서 구매했는데 좋아해요^^
212,TVkLrR2w1vf8HE08GHQr7,4,잘사용하고있어요 혼자있을 강아지가 잘 가지고노네요
212,TVkLrR2w1vf8HE08GHQr7,4,잘 사용하고 있습니다
212,TVkLrR2w1vf8HE08GHQr7,5,최대 4시간보단 최소 15분이 있었음 더 좋았을거같아요
212,TVkLrR2w1vf8HE08GHQr7,5,"분리불안 우리집 말티 때문에 샀어용 ㅠㅠ
노즈워크란 노즈워크는 다 써보고 잇는데 
분리불안을 완벽하게 해결해주진 않지만
그래도 내마음이ㅜ조금이나마 편해지는?
그래도 멍멍이가 잘 가지고 놀아서 다행이에요"
212,TVkLrR2w1vf8HE08GHQr7,5,엄청 좋아해요 자꾸 기다리고있어요 앞에서 ㅋㅋㅋ너무 만족합니당
212,TVkLrR2w1vf8HE08GHQr7,4,"너무 잘 사용하고있습니다~신제품이 곧 나온다는데  업그레이드되고 뭔가 더 획기적이면  또 살거같습니다
.   가끔속상한거는  사진처럼  걸릴때가 있다는겁니다.  줄넣어주기가 무섭습니다."
212,TVkLrR2w1vf8HE08GHQr7,5,"애기가.. 분리불안이 없어졌어옄ㅋㅋ
제가 나가는 거 신경도 안 씀....
공 안 나오냐고 손으로 파기 바빠요..
그래도 애기가 즐거워하니 저도 좋습니닼ㅋㅋㅋ"
