item_sno,effect_no
smXJsulJWaIn6q5bH5oKa,9
sBm1MkCjFsuvfSf6Hhw8t,8
sBm1MkCjFsuvfSf6Hhw8t,9
svOmdW91epaQPzWOo1K9M,8
svOmdW91epaQPzWOo1K9M,9
svOmdW91epaQPzWOo1K9M,12
svOmdW91epaQPzWOo1K9M,5
sq2jnKhwfx5SiwTckkDbW,19
sq2jnKhwfx5SiwTckkDbW,8
sq2jnKhwfx5SiwTckkDbW,17
sq2jnKhwfx5SiwTckkDbW,22
sq2jnKhwfx5SiwTckkDbW,23
sJW5eTOdjyHmRYqYFzJUV,19
sJW5eTOdjyHmRYqYFzJUV,8
sJW5eTOdjyHmRYqYFzJUV,17
sJW5eTOdjyHmRYqYFzJUV,22
sJW5eTOdjyHmRYqYFzJUV,23
sYkOrGqYIv71S471zo0yG,19
sYkOrGqYIv71S471zo0yG,3
sex9B07gDSN8VHWHz3gkn,8
sex9B07gDSN8VHWHz3gkn,2
sex9B07gDSN8VHWHz3gkn,7
sex9B07gDSN8VHWHz3gkn,9
sex9B07gDSN8VHWHz3gkn,5
sbuziwOM2WwR62WP4lltH,8
sbuziwOM2WwR62WP4lltH,9
s1UuWWKs55R7pqBfVnrg5,14
s1UuWWKs55R7pqBfVnrg5,8
s1UuWWKs55R7pqBfVnrg5,2
s1UuWWKs55R7pqBfVnrg5,9
s1UuWWKs55R7pqBfVnrg5,23
sBl3K2No80TjKDO4z23fb,19
sBl3K2No80TjKDO4z23fb,8
sBl3K2No80TjKDO4z23fb,9
sBl3K2No80TjKDO4z23fb,27
sG79mOqEr7kaduFede4B5,3
sG79mOqEr7kaduFede4B5,5
sG79mOqEr7kaduFede4B5,23
sHKbwKnmHmHUdzJWbpLve,19
sHKbwKnmHmHUdzJWbpLve,8
sHKbwKnmHmHUdzJWbpLve,10
sHKbwKnmHmHUdzJWbpLve,23
sXYntVPavQVWDvAFNLCKh,19
sXYntVPavQVWDvAFNLCKh,8
sXYntVPavQVWDvAFNLCKh,23
suspaGF1EYqcuxfDpZFA9,8
suspaGF1EYqcuxfDpZFA9,1
suspaGF1EYqcuxfDpZFA9,4
sf40qJ6K3BVJg62XEy0pQ,19
sf40qJ6K3BVJg62XEy0pQ,13
sf40qJ6K3BVJg62XEy0pQ,10
sf40qJ6K3BVJg62XEy0pQ,3
sf40qJ6K3BVJg62XEy0pQ,23
siYfvgrVZbkJbO1AiBiUu,8
siYfvgrVZbkJbO1AiBiUu,3
siYfvgrVZbkJbO1AiBiUu,23
sVR4HIIIU7VG7zC1xjCGI,19
sVR4HIIIU7VG7zC1xjCGI,8
sVR4HIIIU7VG7zC1xjCGI,10
sVR4HIIIU7VG7zC1xjCGI,9
s07dPUgvRaaiV5eGyOFna,8
s07dPUgvRaaiV5eGyOFna,13
s07dPUgvRaaiV5eGyOFna,2
s07dPUgvRaaiV5eGyOFna,3
s07dPUgvRaaiV5eGyOFna,9
svioaDPrWfCaIs3yFaKn7,19
svioaDPrWfCaIs3yFaKn7,8
svioaDPrWfCaIs3yFaKn7,2
svioaDPrWfCaIs3yFaKn7,10
svioaDPrWfCaIs3yFaKn7,3
sxneJ607VlTDeIKuzXNfv,8
sxneJ607VlTDeIKuzXNfv,3
sxneJ607VlTDeIKuzXNfv,9
sxneJ607VlTDeIKuzXNfv,5
sNnrikYWnEk0nFFZUfUjq,19
sNnrikYWnEk0nFFZUfUjq,8
sNnrikYWnEk0nFFZUfUjq,3
sNnrikYWnEk0nFFZUfUjq,23
sKu1cwClhA1vOdMnc0hwD,8
sKu1cwClhA1vOdMnc0hwD,2
sKu1cwClhA1vOdMnc0hwD,10
sKu1cwClhA1vOdMnc0hwD,9
siNpRFXaujlEMzFz56cVw,19
siNpRFXaujlEMzFz56cVw,14
siNpRFXaujlEMzFz56cVw,2
siNpRFXaujlEMzFz56cVw,23
s9qfq86TO52oRw2WLtrgU,19
s9qfq86TO52oRw2WLtrgU,8
s9qfq86TO52oRw2WLtrgU,13
s9qfq86TO52oRw2WLtrgU,1
s9qfq86TO52oRw2WLtrgU,2
s9qfq86TO52oRw2WLtrgU,7
sUBupIXoozCBzyq6E4XUB,8
sUBupIXoozCBzyq6E4XUB,21
sUBupIXoozCBzyq6E4XUB,22
sUBupIXoozCBzyq6E4XUB,16
sUBupIXoozCBzyq6E4XUB,23
soRicqtXsEqjqVqUEYnng,8
soRicqtXsEqjqVqUEYnng,10
sRj2JGBUqn8fUV5uQq8TH,19
sRj2JGBUqn8fUV5uQq8TH,8
sRj2JGBUqn8fUV5uQq8TH,3
sRj2JGBUqn8fUV5uQq8TH,23
s9CliyZFj7vA8lvtCFxcT,8
s9CliyZFj7vA8lvtCFxcT,3
s9CliyZFj7vA8lvtCFxcT,6
s9CliyZFj7vA8lvtCFxcT,5
siBt1Wqz2UJrRMFgCfxGo,8
siBt1Wqz2UJrRMFgCfxGo,10
siBt1Wqz2UJrRMFgCfxGo,9
siBt1Wqz2UJrRMFgCfxGo,12
skcrRcNa3sTv1g1uZykFc,19
skcrRcNa3sTv1g1uZykFc,14
skcrRcNa3sTv1g1uZykFc,8
skcrRcNa3sTv1g1uZykFc,23
s4xRPIlytnHXMTaQfy9K0,8
s4xRPIlytnHXMTaQfy9K0,9
s4xRPIlytnHXMTaQfy9K0,23
sl9Pv30f8oNSJm9V73reU,8
sl9Pv30f8oNSJm9V73reU,2
sl9Pv30f8oNSJm9V73reU,10
sl9Pv30f8oNSJm9V73reU,3
sl9Pv30f8oNSJm9V73reU,12
s8sdsj9xaJdDkOdhnp1yN,19
s8sdsj9xaJdDkOdhnp1yN,8
s8sdsj9xaJdDkOdhnp1yN,17
s8sdsj9xaJdDkOdhnp1yN,22
s8sdsj9xaJdDkOdhnp1yN,23
sza3eVBLDB5IDP5epgein,8
sBCwmiOPhQ2ou2SdZ3Ahw,3
sBCwmiOPhQ2ou2SdZ3Ahw,23
s8UAgS1xzL7RIjZOXIQHS,2
s8UAgS1xzL7RIjZOXIQHS,7
s8UAgS1xzL7RIjZOXIQHS,15
sFIzDUPcy2WMEs9cIf9vp,8
sdcJesuxl4bsr0shWLMOQ,8
sdcJesuxl4bsr0shWLMOQ,3
sdcJesuxl4bsr0shWLMOQ,9
s8hZ7ktN2cu3ZIqmVCAb6,19
s8hZ7ktN2cu3ZIqmVCAb6,8
s8hZ7ktN2cu3ZIqmVCAb6,2
s3h4ZuJt2cROPTgBwSAQi,8
s3h4ZuJt2cROPTgBwSAQi,2
s3h4ZuJt2cROPTgBwSAQi,3
s6uU225xRbM3W9yTkKf4u,8
s6uU225xRbM3W9yTkKf4u,2
s6uU225xRbM3W9yTkKf4u,3
s6uU225xRbM3W9yTkKf4u,5
sX4O0SIxc4uYOXqFbsdCa,19
sX4O0SIxc4uYOXqFbsdCa,8
sX4O0SIxc4uYOXqFbsdCa,9
sX4O0SIxc4uYOXqFbsdCa,22
sX4O0SIxc4uYOXqFbsdCa,23
sDiEW8dU4mGptevMKqY50,19
sDiEW8dU4mGptevMKqY50,8
s91HLANdtDqAGk6pSwWKq,8
sIZRK6AgJ34xO8DAWQ971,19
sIZRK6AgJ34xO8DAWQ971,8
sIZRK6AgJ34xO8DAWQ971,10
sIZRK6AgJ34xO8DAWQ971,3
sIZRK6AgJ34xO8DAWQ971,9
stx9Hv2Kzc9Qq7leZocMC,8
stx9Hv2Kzc9Qq7leZocMC,2
stx9Hv2Kzc9Qq7leZocMC,3
sk0XASopTRHQEIhcRq7Eo,19
sk0XASopTRHQEIhcRq7Eo,14
sk0XASopTRHQEIhcRq7Eo,8
sk0XASopTRHQEIhcRq7Eo,13
sk0XASopTRHQEIhcRq7Eo,1
sk0XASopTRHQEIhcRq7Eo,2
sk0XASopTRHQEIhcRq7Eo,10
sk0XASopTRHQEIhcRq7Eo,3
sk0XASopTRHQEIhcRq7Eo,24
sk0XASopTRHQEIhcRq7Eo,21
sk0XASopTRHQEIhcRq7Eo,18
ssKjXvGKgkbbL8pZrcnN4,8
ssKjXvGKgkbbL8pZrcnN4,9
ssKjXvGKgkbbL8pZrcnN4,12
s8cJKRXE9iri5GLJZsxvH,8
sbqteQQsNBGVbCZigCuXm,8
sbqteQQsNBGVbCZigCuXm,2
sbqteQQsNBGVbCZigCuXm,23
sF2EGDhLdEAhXivnnqS1w,19
sF2EGDhLdEAhXivnnqS1w,8
sfk2fT5EGaGhWj3QhD4s7,8
sfk2fT5EGaGhWj3QhD4s7,3
s5DzpZed2fXdm0wsXZKOd,8
s5DzpZed2fXdm0wsXZKOd,9
s5DzpZed2fXdm0wsXZKOd,23
sl1nTo4pWhqGbNH21hArM,8
sl1nTo4pWhqGbNH21hArM,13
sl1nTo4pWhqGbNH21hArM,1
sVSl6AWeiiTdxsAaaPctQ,10
sDfacf09UJooVUaptDpfM,8
sDfacf09UJooVUaptDpfM,2
sDfacf09UJooVUaptDpfM,3
sDfacf09UJooVUaptDpfM,6
sRXJEvvcL1soyUYH9f7io,8
sRXJEvvcL1soyUYH9f7io,7
sZ4G013RA7WMl7H2cmQ1b,8
sSgCdZ3B3OCFraR8XodPo,10
sSgCdZ3B3OCFraR8XodPo,6
sSgCdZ3B3OCFraR8XodPo,12
sSgCdZ3B3OCFraR8XodPo,5
su4cfWESn8DcpdFEMv1X7,8
su4cfWESn8DcpdFEMv1X7,2
su4cfWESn8DcpdFEMv1X7,10
su4cfWESn8DcpdFEMv1X7,3
su4cfWESn8DcpdFEMv1X7,9
sep6ag9RDXr534Lw6QlxK,14
sep6ag9RDXr534Lw6QlxK,22
sep6ag9RDXr534Lw6QlxK,23
sKHba96E9Dl65ZhCnAnX6,8
sKHba96E9Dl65ZhCnAnX6,2
sKHba96E9Dl65ZhCnAnX6,3
sKHba96E9Dl65ZhCnAnX6,6
sQdhT9HPEBBNE7PUn2fKA,8
sQdhT9HPEBBNE7PUn2fKA,15
sQdhT9HPEBBNE7PUn2fKA,5
sQdhT9HPEBBNE7PUn2fKA,23
s4uKXEnesBlDg5sCAa1wL,19
s4uKXEnesBlDg5sCAa1wL,14
s4uKXEnesBlDg5sCAa1wL,8
s4uKXEnesBlDg5sCAa1wL,2
s4uKXEnesBlDg5sCAa1wL,9
seydiUmWPk6F8yci3lmgg,8
seydiUmWPk6F8yci3lmgg,13
seydiUmWPk6F8yci3lmgg,2
seydiUmWPk6F8yci3lmgg,3
seydiUmWPk6F8yci3lmgg,9
sexGYXW9Lm4nAHPnItj9D,8
sexGYXW9Lm4nAHPnItj9D,2
sexGYXW9Lm4nAHPnItj9D,3
sexGYXW9Lm4nAHPnItj9D,9
sXsHMZHN9cwuvZ2MTJIGH,2
sXsHMZHN9cwuvZ2MTJIGH,9
sXsHMZHN9cwuvZ2MTJIGH,12
sXsHMZHN9cwuvZ2MTJIGH,22
sXsHMZHN9cwuvZ2MTJIGH,23
stsAhm4SQPjG6ZZlKd1qb,9
stsAhm4SQPjG6ZZlKd1qb,12
stsAhm4SQPjG6ZZlKd1qb,23
sFjpTQzwF7wOwjFbzAvGj,8
sFjpTQzwF7wOwjFbzAvGj,2
sFjpTQzwF7wOwjFbzAvGj,3
sFjpTQzwF7wOwjFbzAvGj,9
sFjpTQzwF7wOwjFbzAvGj,23
sfxS5ZAhsqtuYelJeYxIK,8
sfxS5ZAhsqtuYelJeYxIK,9
sm2LwfSZTfmqNcYXCmDuS,8
sm2LwfSZTfmqNcYXCmDuS,9
se01HgdPpN7g9rIq3Vg98,8
sL08ayXeWz6JWSR6qZn2O,8
sL08ayXeWz6JWSR6qZn2O,13
sL08ayXeWz6JWSR6qZn2O,1
s5CCctpjeGCtMrTWT1e9y,8
sytQJyDuEWtIx9yeMsthM,8
s6g01MacK0sElcPdmoIbB,8
sY6xRZi08CsUhT0Dl5k2Z,8
sICjFyNnZCl5X8JE1DJ4I,8
sICjFyNnZCl5X8JE1DJ4I,10
sICjFyNnZCl5X8JE1DJ4I,9
sHRtGlbE57EPfwZcUylKM,19
sHRtGlbE57EPfwZcUylKM,14
sHRtGlbE57EPfwZcUylKM,3
sHRtGlbE57EPfwZcUylKM,23
sbRaHrtzAZaBVG0lD4MVb,8
sbRaHrtzAZaBVG0lD4MVb,3
sbRaHrtzAZaBVG0lD4MVb,9
s98d5bBozHOVRmhTzXz1g,19
s98d5bBozHOVRmhTzXz1g,2
s98d5bBozHOVRmhTzXz1g,9
s98d5bBozHOVRmhTzXz1g,22
s98d5bBozHOVRmhTzXz1g,23
skZ5i5SdyIS7UafJaf79t,19
skZ5i5SdyIS7UafJaf79t,8
skZ5i5SdyIS7UafJaf79t,2
skZ5i5SdyIS7UafJaf79t,10
skZ5i5SdyIS7UafJaf79t,23
sRfybrcNOHkhBkG3Gp4IC,8
sRfybrcNOHkhBkG3Gp4IC,2
sRfybrcNOHkhBkG3Gp4IC,11
sRh3FueZpd2i9OncErKUH,13
sRh3FueZpd2i9OncErKUH,3
sRh3FueZpd2i9OncErKUH,23
s67slyZKOAjj3ExdkKI00,8
s67slyZKOAjj3ExdkKI00,6
s67slyZKOAjj3ExdkKI00,9
s67slyZKOAjj3ExdkKI00,23
slJKD2ybaOdCdZbxozMkv,19
slJKD2ybaOdCdZbxozMkv,8
slJKD2ybaOdCdZbxozMkv,9
slJKD2ybaOdCdZbxozMkv,22
slJKD2ybaOdCdZbxozMkv,23
sDPJbqvFPWEw3uHJjE6eT,8
sDPJbqvFPWEw3uHJjE6eT,13
sDPJbqvFPWEw3uHJjE6eT,1
sDPJbqvFPWEw3uHJjE6eT,3
sDPJbqvFPWEw3uHJjE6eT,4
sXqrzpVIIV3g9YqGZ74Gn,19
sXqrzpVIIV3g9YqGZ74Gn,9
sXqrzpVIIV3g9YqGZ74Gn,17
sXqrzpVIIV3g9YqGZ74Gn,22
sXqrzpVIIV3g9YqGZ74Gn,23
sgA75WUGKjvJGlOOVxxqk,8
sI2Fv9qLfe5oXcF6sliT3,8
sI2Fv9qLfe5oXcF6sliT3,1
sI2Fv9qLfe5oXcF6sliT3,10
sI2Fv9qLfe5oXcF6sliT3,3
sI2Fv9qLfe5oXcF6sliT3,4
sI2Fv9qLfe5oXcF6sliT3,6
sI2Fv9qLfe5oXcF6sliT3,9
sI2Fv9qLfe5oXcF6sliT3,23
srWh35XrlEO8i8UMUQ8xj,8
srWh35XrlEO8i8UMUQ8xj,2
srWh35XrlEO8i8UMUQ8xj,10
srWh35XrlEO8i8UMUQ8xj,3
sYuBf39OSyIdGy8ASEcwP,8
sYuBf39OSyIdGy8ASEcwP,1
sYuBf39OSyIdGy8ASEcwP,2
sYuBf39OSyIdGy8ASEcwP,4
sYuBf39OSyIdGy8ASEcwP,9
sYuBf39OSyIdGy8ASEcwP,5
slHdO032ZZoZnfTi1UKKY,8
s16VXvKlNBJyoZ0ghmEAC,3
sDUraJijBLb2p81eND496,8
sk1jVr1zvzrMiQhotTSvV,19
sk1jVr1zvzrMiQhotTSvV,8
sk1jVr1zvzrMiQhotTSvV,2
sk1jVr1zvzrMiQhotTSvV,10
sk1jVr1zvzrMiQhotTSvV,23
sX0kKYCBadM1BIgPqhnEH,8
sX0kKYCBadM1BIgPqhnEH,4
sX0kKYCBadM1BIgPqhnEH,6
sX0kKYCBadM1BIgPqhnEH,9
sX0kKYCBadM1BIgPqhnEH,5
sTVuDQWFhaHYvB2V9ET9d,6
s4pprWlr7mBpmLx8yURiW,8
s4pprWlr7mBpmLx8yURiW,2
s4pprWlr7mBpmLx8yURiW,10
sQbj9f25Su5nNWqiPbZ6p,8
sQbj9f25Su5nNWqiPbZ6p,9
sQbj9f25Su5nNWqiPbZ6p,22
sgttD28tQCSY7NC34pp3Z,19
sgttD28tQCSY7NC34pp3Z,14
sQdL7TdkyVg5ADPaZt9VF,2
sQdL7TdkyVg5ADPaZt9VF,9
sQdL7TdkyVg5ADPaZt9VF,22
sQdL7TdkyVg5ADPaZt9VF,16
sQdL7TdkyVg5ADPaZt9VF,23
sdncsytbUeaddBpm2Hcde,8
sdncsytbUeaddBpm2Hcde,2
sdncsytbUeaddBpm2Hcde,3
sQeRP5GX1wOGFdjgCLbx8,8
svkWaM5pH4K0hqBF79bBN,2
svkWaM5pH4K0hqBF79bBN,10
svkWaM5pH4K0hqBF79bBN,12
svkWaM5pH4K0hqBF79bBN,23
sAQdbQy1gUtuFqXGcnZK8,8
sAQdbQy1gUtuFqXGcnZK8,3
sAQdbQy1gUtuFqXGcnZK8,9
sAQdbQy1gUtuFqXGcnZK8,23
sWSV0IsvkUKyGTR19Xm0U,14
sWSV0IsvkUKyGTR19Xm0U,8
sWSV0IsvkUKyGTR19Xm0U,13
sWSV0IsvkUKyGTR19Xm0U,1
sWSV0IsvkUKyGTR19Xm0U,2
sWSV0IsvkUKyGTR19Xm0U,10
sWSV0IsvkUKyGTR19Xm0U,3
sWSV0IsvkUKyGTR19Xm0U,4
sWSV0IsvkUKyGTR19Xm0U,6
sWSV0IsvkUKyGTR19Xm0U,9
sdVfZ9NYlT7S34Zfhfoyf,8
sdVfZ9NYlT7S34Zfhfoyf,9
sdVfZ9NYlT7S34Zfhfoyf,23
spCBceo9JPd3kKWtHpyqY,19
spCBceo9JPd3kKWtHpyqY,10
spCBceo9JPd3kKWtHpyqY,17
spCBceo9JPd3kKWtHpyqY,22
spCBceo9JPd3kKWtHpyqY,23
sx3v3BWOrjIuziXvdlGyo,8
sx3v3BWOrjIuziXvdlGyo,13
sx3v3BWOrjIuziXvdlGyo,9
sx3v3BWOrjIuziXvdlGyo,16
sx3v3BWOrjIuziXvdlGyo,23
sh6eFS2IDJPzyNdTsk6yk,8
sh6eFS2IDJPzyNdTsk6yk,10
sh6eFS2IDJPzyNdTsk6yk,3
sh6eFS2IDJPzyNdTsk6yk,9
sLLngI95U9Xey8X5kCwSE,8
sLLngI95U9Xey8X5kCwSE,6
sLLngI95U9Xey8X5kCwSE,26
sLLngI95U9Xey8X5kCwSE,5
strD7wwJOZJzwxLqa11S9,2
s5Z3OITaIlUMSZQB3h3iH,14
s5Z3OITaIlUMSZQB3h3iH,8
sG8BXrIJ1XRy3rcnUKazP,8
sG8BXrIJ1XRy3rcnUKazP,3
sG8BXrIJ1XRy3rcnUKazP,9
sG8BXrIJ1XRy3rcnUKazP,23
sx4qwnFFMiF08yjULBAUp,8
sx4qwnFFMiF08yjULBAUp,7
sx4qwnFFMiF08yjULBAUp,9
sx4qwnFFMiF08yjULBAUp,12
sx4qwnFFMiF08yjULBAUp,23
sRjU902GIjpWo5k3LvJhf,19
sRjU902GIjpWo5k3LvJhf,3
sRjU902GIjpWo5k3LvJhf,17
sRjU902GIjpWo5k3LvJhf,22
sRjU902GIjpWo5k3LvJhf,23
sIgh572bOHo4aRXyOe7eC,19
sIgh572bOHo4aRXyOe7eC,8
sIgh572bOHo4aRXyOe7eC,2
sn8xC9bLjpxZeuwnAPH8N,19
sn8xC9bLjpxZeuwnAPH8N,14
sn8xC9bLjpxZeuwnAPH8N,8
sn8xC9bLjpxZeuwnAPH8N,2
sbiPzisB2RuKGGxPMJmCj,8
sbiPzisB2RuKGGxPMJmCj,9
sbiPzisB2RuKGGxPMJmCj,12
stzmde198HeplNEeoTNWZ,24
stzmde198HeplNEeoTNWZ,9
stzmde198HeplNEeoTNWZ,5
s8yfHSUQgPhmUckjiisy0,8
s8yfHSUQgPhmUckjiisy0,1
s8yfHSUQgPhmUckjiisy0,9
sLEnSsR0X7ZGVSpRd24EQ,19
sLEnSsR0X7ZGVSpRd24EQ,8
sLEnSsR0X7ZGVSpRd24EQ,2
sLEnSsR0X7ZGVSpRd24EQ,9
sLEnSsR0X7ZGVSpRd24EQ,23
snDsvVDidxMyjTRLPsV56,8
snDsvVDidxMyjTRLPsV56,3
snDsvVDidxMyjTRLPsV56,9
snDsvVDidxMyjTRLPsV56,22
snDsvVDidxMyjTRLPsV56,23
sdRMgJFwfNEDdN9OgGizC,19
sdRMgJFwfNEDdN9OgGizC,14
sdRMgJFwfNEDdN9OgGizC,8
sdRMgJFwfNEDdN9OgGizC,22
s0UFTZO33Hbvo2sDaab0z,8
s0UFTZO33Hbvo2sDaab0z,2
s0UFTZO33Hbvo2sDaab0z,6
s0UFTZO33Hbvo2sDaab0z,22
snpQyJWNvLjsU8vJEmfqK,19
snpQyJWNvLjsU8vJEmfqK,8
sJraClss2YSj72tz1KZuO,19
sJraClss2YSj72tz1KZuO,8
sJraClss2YSj72tz1KZuO,1
sJraClss2YSj72tz1KZuO,2
sJraClss2YSj72tz1KZuO,3
sJraClss2YSj72tz1KZuO,4
sQFVEseWnTC6ob36v5Pz3,8
sQFVEseWnTC6ob36v5Pz3,10
sQFVEseWnTC6ob36v5Pz3,3
s0hfieToEaO96HP99xqxc,19
s0hfieToEaO96HP99xqxc,8
s0hfieToEaO96HP99xqxc,2
s0hfieToEaO96HP99xqxc,17
s0hfieToEaO96HP99xqxc,23
syOPSQ0SMGpROvZ4ESrTa,8
syOPSQ0SMGpROvZ4ESrTa,2
syOPSQ0SMGpROvZ4ESrTa,9
syOPSQ0SMGpROvZ4ESrTa,23
sw9bT2XZh2FXAODEw1nO5,8
sw9bT2XZh2FXAODEw1nO5,9
sToOpy4JKC5CmWDgEzxMD,2
sFW7k7ldP3VNKOj9Mj20q,8
sFW7k7ldP3VNKOj9Mj20q,2
s82L2KTh3CTrGoChwvXVp,8
s82L2KTh3CTrGoChwvXVp,2
s82L2KTh3CTrGoChwvXVp,9
s82L2KTh3CTrGoChwvXVp,12
sYRNms18K02laeMHsbqQF,8
sYRNms18K02laeMHsbqQF,10
sYRNms18K02laeMHsbqQF,12
sYRNms18K02laeMHsbqQF,22
sYRNms18K02laeMHsbqQF,23
sctMlNrd8X5YriviHgRGc,8
sctMlNrd8X5YriviHgRGc,1
sctMlNrd8X5YriviHgRGc,2
sctMlNrd8X5YriviHgRGc,10
sctMlNrd8X5YriviHgRGc,9
s1Z1KE0kUqby04AS9O8MJ,19
s1Z1KE0kUqby04AS9O8MJ,9
s1Z1KE0kUqby04AS9O8MJ,17
s1Z1KE0kUqby04AS9O8MJ,22
s1Z1KE0kUqby04AS9O8MJ,23
sNSqieJQXq4KPASHjg35c,8
sNSqieJQXq4KPASHjg35c,2
sNSqieJQXq4KPASHjg35c,10
sNSqieJQXq4KPASHjg35c,3
sNSqieJQXq4KPASHjg35c,9
sRoJKuk0W67lSahB0Ohju,8
sRoJKuk0W67lSahB0Ohju,2
sRoJKuk0W67lSahB0Ohju,10
sRoJKuk0W67lSahB0Ohju,3
sRoJKuk0W67lSahB0Ohju,9
shee5zUgZQdyWzqBjj4Zk,9
shee5zUgZQdyWzqBjj4Zk,23
sKCSZR5nIs4MKzmSRPs2a,8
sKCSZR5nIs4MKzmSRPs2a,2
sKCSZR5nIs4MKzmSRPs2a,23
smtAnRYSrT7cts4HcpClD,13
smtAnRYSrT7cts4HcpClD,1
sQFu48IdzgStcsXwtE5ge,19
sQFu48IdzgStcsXwtE5ge,2
sQFu48IdzgStcsXwtE5ge,23
sQ1wOXsHsstjiTlfFY5uj,8
sQ1wOXsHsstjiTlfFY5uj,6
sQ1wOXsHsstjiTlfFY5uj,26
sQ1wOXsHsstjiTlfFY5uj,5
sMy3mCIyclc7RO1kl7s4H,19
sMy3mCIyclc7RO1kl7s4H,8
sMy3mCIyclc7RO1kl7s4H,2
sMy3mCIyclc7RO1kl7s4H,10
sv0YIxBHeDdbtFr1vpafK,8
sv0YIxBHeDdbtFr1vpafK,22
sv0YIxBHeDdbtFr1vpafK,23
swZRfaXkEdMda5ZF9rOSn,8
swZRfaXkEdMda5ZF9rOSn,13
swZRfaXkEdMda5ZF9rOSn,1
s6eQcYeI2Eci2slkCHyVL,8
s6eQcYeI2Eci2slkCHyVL,10
s6eQcYeI2Eci2slkCHyVL,9
s6eQcYeI2Eci2slkCHyVL,12
